URL,Tieu de hien tai,Cum hien tai,Cum de xuat,Loai gap,Chi tiet gap,Uu tien,Do sau research
/semrush/,"SEMrush Là Gì? Tính Năng, Giá 2026 và Cách Dùng",Công cụ & Đo lường SEO,Công cụ SEO,Giá/gói lỗi thời,"Bài ghi Pro $139,95/Guru $249,95/Business $499,95. Verify semrush.com/prices/: trang giá MẶC ĐỊNH hiện nay là ""Semrush One"" (SEO $139/Starter $199/Pro+ $299/Advanced $549, bundle AI Visibility Toolkit). Gói cũ vẫn tồn tại nhưng không còn mặc định - bài không hề nhắc Semrush One.",Cao,Sâu
/screaming-frog/,Screaming Frog: Công Cụ Technical SEO Thực Chiến,Công cụ & Đo lường SEO,Công cụ SEO,Không phát hiện gap lớn,"Free 500 URL, trả phí £259/năm - khớp cấu trúc giá hiện nay.",Thấp,Nhanh
/organic-traffic/,Organic Traffic Là Gì?,Công cụ & Đo lường SEO,Chỉ số & Đo lường SEO,Không phát hiện gap lớn,"Dùng đúng GA4, có benchmark, đã giải thích nghịch lý ""rank tăng traffic giảm"" do AI Overview - còn thời sự.",Thấp,Nhanh
/majestic-seo/,Majestic SEO Là Gì?,Công cụ & Đo lường SEO,Công cụ SEO,Chưa verify - rủi ro giá lỗi thời,"Ghi Lite $49/Pro $99/API $399/mo - CHƯA đối chiếu trực tiếp majestic.com (nhóm nhanh), cần Hiếu tự kiểm nếu muốn chắc 100%.",TB,Nhanh
/impression-seo/,Impression SEO Là Gì?,Công cụ & Đo lường SEO,Chỉ số & Đo lường SEO,Thiếu tính năng mới,"Chưa cập nhật report GSC mới (AI Performance report, ra mắt 3/6/2026) - cùng gốc gap với /google-search-console/.",TB,Nhanh
/google-search-console/,7 Báo Cáo Quan Trọng Nhất GSC,Công cụ & Đo lường SEO,Công cụ SEO,Thiếu tính năng mới,"Google ra mắt ""AI Performance report"" (AI Overviews/AI Mode impressions) ngày 3/6/2026 - báo cáo lớn nhất kể từ Core Web Vitals. Bài cập nhật 28/4/2026 (trước mốc này) thiếu hẳn report mới.",Cao,Sâu
/google-analytics-seo/,Google Analytics 4 Cho SEO,Công cụ & Đo lường SEO,Chỉ số & Đo lường SEO,Không phát hiện gap lớn,"Giải thích đúng mô hình event-based GA4, không còn dư âm Universal Analytics (khai tử 2023).",Thấp,Nhanh
/ctr-seo/,CTR SEO Là Gì?,Công cụ & Đo lường SEO,Chỉ số & Đo lường SEO,Không phát hiện gap lớn,"Benchmark CTR 2026 tách riêng ""có/không AI Overview"" theo vị trí, trích nguồn Backlinko/First Page Sage - info gain đối thủ thường thiếu.",Thấp,Nhanh
/cong-cu-seo-mien-phi/,15 Công Cụ SEO Miễn Phí,Công cụ & Đo lường SEO,Công cụ SEO,Tính năng/giá lỗi thời (nghi vấn),"Ghi Ubersuggest ""Free 3 searches/ngày"" - có tín hiệu model đã đổi từ ~6/2026 nhưng WebFetch neilpatel.com bị chặn 403, không tự verify được số mới.",TB,Sâu
/cong-cu-keyword-research/,Công Cụ Keyword Research: So Sánh 8 Tool,Công cụ & Đo lường SEO,Công cụ SEO,Giá KHÔNG NHẤT QUÁN nội bộ site,"Ghi ""Ahrefs $99/tháng, SEMrush $117/tháng"" trong khi 2 bài chính chủ cùng site (/ahrefs/, /semrush/) verify đúng $129 và $139,95 - tự mâu thuẫn nội bộ, dễ bị khách phát hiện.",Cao,Nhanh
/bounce-rate-seo/,Bounce Rate SEO,Công cụ & Đo lường SEO,Chỉ số & Đo lường SEO,Không phát hiện gap lớn,Giải thích đúng GA4 thay Bounce Rate bằng Engagement Rate - chuẩn xác.,Thấp,Nhanh
/ahrefs/,Ahrefs Là Gì?,Công cụ & Đo lường SEO,Công cụ SEO,Thiếu gói (nhẹ),Giá Lite/Standard/Advanced $129/$249/$449 KHỚP CHÍNH XÁC ahrefs.com/pricing (verify 2 lần). Chỉ thiếu nhắc Starter $29 và Enterprise $1.499.,Thấp,Sâu
/ahrefs-vs-semrush/,Ahrefs vs SEMrush 2026,Công cụ & Đo lường SEO,Công cụ SEO,Giá/gói lỗi thời,"Dùng giá Semrush Pro $139,95 (gói cũ) không đề cập ""Semrush One"" mới - cùng gốc gap /semrush/, nghiêm trọng hơn vì đây là bài SO SÁNH GIÁ trực tiếp, độc giả dễ đối chiếu phát hiện sai lệch.",Cao,Sâu
/seo-la-gi/,SEO Là Gì? Toàn Tập A-Z Cho Doanh Nghiệp 2026,SEO Tổng quan & Lộ trình,Giữ nguyên,Độ dài + visual,"Đối thủ top thật seongon.com/blog/seo/seo-la-gi.html dài ~8.000-10.000 từ (gấp 2-2,5 lần bài Digicom ~3.500-4.000 từ), có 10+ ảnh/sơ đồ minh hoạ + ví dụ ẩn dụ đời thường (""bánh mì online""); Digicom chỉ 1 ảnh đại diện, không sơ đồ. Cả 2 đều thiếu external link ra Google Search Central - Digicom có thể vượt lên bằng cách bổ sung link này (đúng rule external-link-eeat.md của chính dự án nhưng chưa áp cho bài này).",Cao,Sâu
/hoc-seo/,Học SEO: Lộ Trình 6 Tháng Thực Chiến Cho Người Bắt Đầu,SEO Tổng quan & Lộ trình,Giữ nguyên,External link uy tín + nguồn số liệu,"gtvseo.com/huong-dan-seo-web/ dài ~12.000-15.000 từ, trích số liệu có nguồn (Advanced Web Ranking, Netmarketshare) + quote John Mueller (Google) + link Google Search Console/Developers/Ahrefs. Bài Digicom không có external link nào, số liệu (lương 8-20tr...) không dẫn nguồn. Điểm mạnh: cấu trúc lộ trình theo tháng đã vượt imta.edu.vn (10 giai đoạn nhưng không có mốc thời gian).",TB,Sâu
/eeat-seo/,"E-E-A-T SEO: Định Nghĩa, Cách Google Đánh Giá và 10 Tín Hiệu Implement 2026",SEO Tổng quan & Lộ trình,Giữ nguyên,Thiếu external link nguồn gốc khái niệm + case study không kiểm chứng được,"Bài KHÔNG có link nào tới google.com/developers.google.com dù nhắc ""Search Quality Rater Guidelines"" bằng chữ suông. Đối thủ seosona.com có link thẳng PDF Google Guidelines + case Google ""Medic update"" 2018 có tên + timeline E-A-T→E-E-A-T 2013-2022. Digicom chỉ có case nội bộ chung chung (""200+ dự án"") không kiểm chứng được.",Cao,Sâu
/quy-trinh-seo/,Quy Trình SEO 7 Bước: Lộ Trình Thực Chiến Từ Audit Đến Kết Quả,SEO Tổng quan & Lộ trình,Giữ nguyên,Cấu trúc thiếu bước + thiếu mục AI/GEO,"SERP đang do bài 10 bước thống trị (gtvseo.com, foogleseo.com cập nhật 06/2026) trong khi Digicom chỉ 7 bước, gộp chung ""phân tích đối thủ/topic cluster/schema"" vào 1 bước. Đối thủ foogleseo có hẳn mục riêng ""Content SEO cho AI"" (tối ưu AI Overview) - Digicom chưa có mục này dù đây là info gain thời sự nhất 2026.",TB,Sâu
/viet-bai-seo/,Viết Bài SEO: Quy Trình 7 Bước Chuẩn Agency,SEO Tổng quan & Lộ trình,SEO On-page / Content SEO,Checklist mỏng + thiếu case study có tên,"Digicom có checklist 13 mục kỹ thuật; đối thủ seongon.com/blog/seo/viet-bai-chuan-seo.html có 33+ tiêu chí chia 7 hạng mục và có case cụ thể có tên (LPBank, ""trị hăm tã"") - Digicom không có case nào có tên/số liệu thật.",TB,Nhanh
/toc-do-website-seo/,Tốc Độ Website và SEO: Checklist 12 Bước Tăng Tốc WordPress Thực Chiến,SEO Tổng quan & Lộ trình,SEO Kỹ thuật (Technical SEO),Gap nhỏ,"Đã khá đầy đủ (checklist 12 bước, bảng so sánh hosting, TTFB). Chưa có mục riêng CDN/lazy loading như đối thủ gobranding.com.vn; stat bounce rate đối thủ mới hơn (72% mobile bỏ trang nếu chờ >5s, 55% desktop >3s).",Thấp,Nhanh
/seo-website/,SEO Website Là Gì? Checklist 10 Điểm Bắt Đầu Đúng,SEO Tổng quan & Lộ trình,Giữ nguyên,Không phát hiện gap lớn,"Có góc tiếp cận riêng (3 tình huống: site mới/cũ trì trệ/bị phạt) + bảng so sánh SEO vs Google Ads + số liệu dẫn nguồn (Backlinko) - vượt trội đối thủ top hiện tại (matbao, gobranding, haravan).",Thấp,Nhanh
/seo-hinh-anh/,SEO Hình Ảnh: Checklist 8 Bước Tối Ưu Ảnh Đúng Chuẩn từ Tên File đến Schema,SEO Tổng quan & Lộ trình,SEO On-page / Content SEO,Số lượng kỹ thuật ít hơn top đối thủ,"Digicom: 8 bước, có bảng so sánh WebP/JPEG/AVIF + ví dụ alt text đúng/sai - CHẤT LƯỢNG hơn seodo.vn (18 kỹ thuật nhưng không so sánh định dạng ảnh, không ví dụ alt text). Nhưng SỐ LƯỢNG ít hơn (8 vs 18) - nên bổ sung schema ImageObject, sitemap ảnh, srcset responsive.",TB,Nhanh
/cac-loai-seo/,Các Loại SEO: Phân Biệt 5 Nhóm Chính và Cách Áp Dụng Đúng,SEO Tổng quan & Lộ trình,Giữ nguyên,Thiếu 2 loại + thiếu phân loại theo phương pháp,"Digicom liệt kê 5 nhóm. Đối thủ seohot.vn/cac-loai-hinh-seo/ liệt kê 7 loại (thêm SEO Content, SEO Mobile) VÀ có mục ""SEO Mũ Trắng vs SEO Mũ Đen"" mà Digicom hoàn toàn chưa có - khái niệm rất phổ biến trong intent này.",Cao,Sâu
/technical-seo/,Technical SEO Là Gì? Hướng Dẫn Đầy Đủ 2026 (Framework 5 Nhóm + Checklist Audit 25 Điểm),Technical SEO,Technical SEO,Nội dung không kiểm chứng được / lệch scope dịch vụ,"Case study ""DigicomVN cải thiện Lighthouse Score từ 45 lên 89"" cho khách B2B tài chính ẩn danh, traffic +214%, số liệu rất cụ thể (847 URL pagination, LCP 8.2s→2.1s) không kiểm chứng được; Digicom hiện chỉ bán 4 dịch vụ off-page (dich-vu.md), không bán audit/tối ưu technical - claim lệch phạm vi dịch vụ thật. Phụ: checklist điểm 10 ""hreflang"" không có link giải thích.",Cao,Sâu
/sitemap-xml/,Sitemap XML: 4 Loại và Cấu Hình Chuẩn,Technical SEO,Technical SEO,Thiếu chi tiết kỹ thuật nhỏ,Không giải thích lastmod cần định dạng ISO 8601; có nhắc changefreq/priority nhưng không nói rõ Google đã bỏ qua 2 trường này từ lâu. Nội dung cốt lõi đã đúng/đủ.,Thấp,Nhanh
/robots-txt-seo/,(chủ đề Robots.txt SEO),Technical SEO,Technical SEO,Thiếu chi tiết kỹ thuật,"Không thấy nhắc directive crawl-delay - directive Google HIỆN KHÔNG hỗ trợ, nhiều bài cũ vẫn dạy sai. Phần phân biệt robots.txt vs noindex, cảnh báo chặn nhầm CSS/JS đã đầy đủ, chính xác.",Thấp,Nhanh
/redirect-301-302/,(chủ đề Redirect 301/302),Technical SEO,Technical SEO,Không phát hiện gap đáng kể,"Đã có bảng so sánh 301/302/307/308, giải thích redirect chain mất ~15% link equity/hop kèm cách phát hiện bằng Screaming Frog.",Thấp,Nhanh
/mobile-first-indexing/,(chủ đề Mobile-First Indexing),Technical SEO,Technical SEO,Không có gap đáng kể,"Trích đúng mốc ""10/2023 Google chuyển 100% sang mobile-first indexing"", không dùng ngôn ngữ lỗi thời; có mục Core Web Vitals mobile đúng ngưỡng. Bài chuẩn, có thể dùng làm mẫu cho các bài khác trong cụm.",Thấp,Nhanh
/https-seo/,(chủ đề HTTPS SEO Migration),Technical SEO,Technical SEO,Thiếu nội dung kỹ thuật cốt lõi,"Bài KHÔNG nhắc HSTS (HTTP Strict Transport Security) dù là khái niệm bắt buộc phải có với chủ đề này; cũng không khuyến nghị TLS tối thiểu 1.2+. Chỉ nhắc loại SSL certificate, mixed content, HTTP/2 - phần này đã ổn.",Cao,Nhanh
/crawl-budget/,Crawl Budget Là Gì? 5 Kẻ Thù Lớn Nhất và Cách Tối Ưu,Technical SEO,Technical SEO,Sai kỹ thuật / trích dẫn bịa gán cho Google,"(1) Ghi ""dưới 500 trang hiếm khi là vấn đề"", ""quan trọng khi trên 1.000 trang"" - tài liệu chính thức Google nêu ngưỡng thật là site >1 triệu trang thay đổi hàng tuần hoặc >10.000 trang thay đổi hàng ngày, thấp hơn thực tế 10-1.000 lần. (2) Trích trong ngoặc kép câu gán cho Google nhưng câu gốc của Google không có cụm đó - trích dẫn bịa/diễn giải sai. (3) Thiếu log file analysis, không có case study VN.",Cao,Sâu
/core-web-vitals/,"Core Web Vitals Là Gì? Hướng Dẫn LCP, INP, CLS và Cách Tối Ưu",Technical SEO,Technical SEO,Thiếu độ sâu thực chiến (KHÔNG lỗi thời FID/INP),"Đã cập nhật đúng: có H2 riêng ""INP thay thế FID từ 3/2024"" đúng ngày 12/3/2024, FID chỉ xuất hiện ở ngữ cảnh lịch sử, ngưỡng LCP/INP/CLS đúng chuẩn. Gap còn lại: thiếu ví dụ code cụ thể (preload, lazy loading) và case study định lượng; chỉ 2 internal link - mỏng so với vai trò bài trụ.",TB,Sâu
/canonical-tag/,(chủ đề Canonical Tag),Technical SEO,Technical SEO,Không có gap lớn,"Đã nói đúng self-referencing canonical, phân biệt canonical (hint) vs noindex (directive), cảnh báo canonical loop, xử lý đúng case pagination và URL có tham số.",Thấp,Nhanh
/thuat-toan-google/,Thuật Toán Google: Lịch Sử & 20+ Bản Cập Nhật Quan Trọng,Thuật toán & Cập nhật Google,Giữ nguyên,Thiếu cập nhật mới nhất,"Bài đăng 28/04/2026, dừng ở ""Core Update tháng 3/2026"", THIẾU May 2026 Broad Core Update (21/5-2/6/2026) và June 2026 Spam Update (24/6/2026) - 2 sự kiện lớn xảy ra sau đăng bài. Đây là bài ""lịch sử cập nhật"" nên phải cập nhật nhanh nhất site.",Cao,Sâu
/rankbrain/,RankBrain: Thuật Toán ML Của Google Giải Thích,Thuật toán & Cập nhật Google,Giữ nguyên,"Nội dung thiên lịch sử, thiếu tính hành động 2026","Xoay quanh công nghệ ra mắt 2015 (11 năm tuổi), thiếu ứng dụng thực chiến 2026.",Thấp,Nhanh
/helpful-content-update/,Helpful Content Update: Toàn Bộ Điều Cần Biết,Thuật toán & Cập nhật Google,Giữ nguyên,Ổn định nhưng nên gắn case study mới,"HCU đã sáp nhập Core Update từ 3/2024 nên nội dung vẫn đúng, nhưng nên bổ sung ví dụ từ Core Update 5/2026 + Spam Update 6/2026.",TB,Sâu
/google-panda/,"Google Panda: Lịch Sử, Cơ Chế và Bài Học",Thuật toán & Cập nhật Google,Giữ nguyên,Không đáng kể,"Panda sáp nhập core từ 2016, nội dung ổn định vì không còn cập nhật độc lập.",Thấp,Nhanh
/google-core-update/,Google Core Update Là Gì? Lịch Sử và Cách Ứng Phó,Thuật toán & Cập nhật Google,Giữ nguyên,Thiếu cập nhật mới nhất - NGHIÊM TRỌNG NHẤT,"Đây LÀ trang chuyên về Core Update nhưng danh sách dừng ở March 2026, THIẾU May 2026 Broad Core Update (core update lớn thứ 2 trong năm, chỉ 3 tuần sau khi bài đăng). Gap nghiêm trọng nhất vì đúng trọng tâm chủ đề trang.",Cao,Sâu
/bert-seo/,BERT SEO Là Gì? Ảnh Hưởng Đến Google,Thuật toán & Cập nhật Google,Giữ nguyên,Không đáng kể,Nội dung ổn định vì BERT không còn cập nhật độc lập từ 2019.,Thấp,Nhanh
/spambrain/,SpamBrain Google: Thuật Toán AI Chống Spam,Thuật toán & Cập nhật Google,Giữ nguyên,Thiếu cập nhật + thiếu nội dung AI-spam,"Chỉ dừng ở nâng cấp 2022-2023, THIẾU June 2026 + March 2026 Spam Update. Cũng KHÔNG đề cập chính sách SpamBrain xử lý AI-generated spam/scaled content abuse - trọng tâm chính sách spam 2024-2026.",Cao,Nhanh
/google-penguin/,Google Penguin Là Gì? Cách Phát Hiện & Phục Hồi,Thuật toán & Cập nhật Google,Giữ nguyên,Không đáng kể,Nội dung ổn định vì không còn phiên bản Penguin mới từ 2016.,Thấp,Nhanh
/seo-dia-phuong/,SEO Địa Phương: Chiến Lược Cho 5 Loại Doanh Nghiệp,SEO Local,Giữ nguyên (theo dõi trùng lặp),Trùng lặp nội dung tiềm ẩn (cannibalization),"Cùng ngày đăng với /local-seo/, cùng chủ đề Local SEO - 2 slug (VN ""seo-dia-phuong"" và EN ""local-seo"") của cùng khái niệm dễ pha loãng tín hiệu nếu chưa xác nhận internal link 2 chiều phân vai rõ ràng.",TB,Nhanh
/local-seo/,Local SEO Là Gì? Hướng Dẫn Toàn Diện,SEO Local,Giữ nguyên,"Đúng thuật ngữ GBP, rủi ro trùng cụm","Dùng đúng ""Google Business Profile"" chuẩn. Gap duy nhất là khả năng cannibalization với /seo-dia-phuong/.",TB,Sâu
/google-my-business/,Google My Business: Tối Ưu GBP Từ A-Z,SEO Local,Giữ nguyên,Tên cũ (GMB) vẫn ở H1/tiêu đề chính,"H1 dẫn đầu bằng tên thương hiệu đã khai tử ""Google My Business"" (đổi tên GBP từ 11/2021). Thân bài đã ưu tiên GBP nhưng tiêu đề/slug vẫn giữ tên cũ.",TB,Sâu
/nap-seo/,NAP SEO Là Gì? Tầm Quan Trọng,SEO Local,Giữ nguyên,Không đáng kể,"Dùng đúng ""Google Business Profile"" xuyên suốt, đạt chuẩn thuật ngữ 2026.",Thấp,Nhanh
/local-citations/,Local Citations: 20 Directory VN,SEO Local,Giữ nguyên,Không đáng kể,"Dùng đúng GBP, đạt chuẩn thuật ngữ 2026.",Thấp,Nhanh
/google-maps-seo/,Google Maps SEO: Tối Ưu Local Pack,SEO Local,Giữ nguyên,Sai lệch nhỏ mốc thời gian đổi tên,"FAQ ghi GMB ""đổi tên GBP năm 2022"" - thực tế Google công bố đổi tên từ 11/2021. Sai lệch nhỏ mốc năm.",Thấp,Nhanh
